route_id,section_id,heading,text
1,1_section-2,MÁS INFORMACIÓN,"DURACIÓN: Medio día. TIEMPO TOTAL EFECTIVO (SIN PARADAS): 1:15h en total: 0:35h desde el puente de Ca la Rosalia hasta la fuente del Aiguaneix, 0:10h desde este punto hasta la Collada y 0:30h desde este punto hasta el punto de inicio. DESNIVEL ACUMULADO: 210m DIFICULTAD: Baja. ÉPOCA: Todo el año. MATERIAL: Recomendamos llevar prismáticos para la observación de aves."
1,1_section-3,INTRODUCCIÓN,"Paseo circular de unos 3,5 km de longitud que, saliendo del núcleo de Alinyà, sube hasta la aldea de Llobera y se adentra en el abrupto barranco de la Rasa de la Vall-llonga, remontándolo por un sendero que progresa por su vertiente O hasta llegar a la preciosa fuente del Aiguaneix. El camino continúa ascendiendo hasta la Collada, desde donde iniciamos el descenso para reencontrarnos un poco más adelante con el sendero por donde hemos subido antes. Seguimos ahora por la carretera de Alinyà a la Alzina d’Alinyà en rumbo O y ﬁ nalmente bajamos por un bonito camino entre márgenes hasta el punto de inicio. El valle de Alinyà, ubicado en la falda occidental del macizo del Port del Comte y al norte de las sierras de Odèn, está orientado de este a oeste y es tributario del río Segre. Después de muchos años de pasar desapercibido empieza a recibir visitas de boletaires, senderistas y afi cionados a la ornitología y la naturaleza en general. Aquellas personas que busquen lugares tranquilos que aún conservan toda su autenticidad y su silencio aquí descubrirán que aún existen parajes de ensueño donde el tiempo parece haberse detenido. La corta y poco exigente caminata hasta la fuente natural del Aiguaneix, ideal para hacerla en familia, constituye una bonita aproximación a todos estos misterios, rincones y sorpresas que el valle de Alinyà nos tiene preparados. Descubrir uno de los rincones más mágicos del valle de Alinyà Entender qué es y cómo funciona un sistema cárstico. Conocer un valle auténtico que no ha sufrido demasiadas alteraciones. Las vistas al imponente Roc de la Pena, verdadero emblema del valle."
1,1_section-4,LO MEJOR DE ESTA RUTA,Aiguaneix de Alinyà RUTESPIRINEUS
1,1_section-5,RECORRIDO,"Empezamos esta bonita ruta en Alinyà, en el puente de Ca la Rosalia (0:00h - 944m). Las aguas del hermoso río de la Peça (más abajo llamado Alinyà y más abajo Perles) refrescan nuestra partida. Tomamos el callejón a mano izquierda y salimos a un sendero que sube con decisión por un bosque. Pasamos por una rampa pavimentada que nos deja en la carretera que sube hacia la Alzina. Giramos a la derecha siguiendo este vial asfaltado y pasamos por la aldea de Llobera. Continuamos a pie por la estrecha carretera y llegamos a una curva donde hay un puente que atraviesa un barranco llamado Rasa de la Vall-llonga por su longitud -nace justamente debajo del lejano y elevado Pedró dels Quatre Batlles (2.387m)-. Después de cruzar el puente, a la izquierda vemos un sendero señalizado (0:15h - 985m). Tomamos el sendero arriba y pronto descartamos un desvío (0:20h - 1.031m), que es por donde regresaremos después. El camino flanquea entre el descompuesto Roc de Castellmic y el curso de agua, ganando altura progresivamente. Viejos bojes y ejemplares de pino carrasco dispersos aparecen por todas partes y el barranco se hace más forestal. Pasamos junto a una cisterna de captación de aguas que usan los vecinos de Alinyà y poco después llegamos al Aiguaneix (0:35h - 1.095m). Esta curiosa surgencia de agua nos cautiva desde el primer momento. Sorprende su forma de cueva perfecta, que nos invita a entrar, algo del todo recomendable si es un día cálido. Si ha llovido recientemente, sin embargo, no querremos cruzar la cortina de agua. Las medidas de la fuente son de 3m de profundidad, 3m de ancho y 1,80m de altura. CARTOGRAFÍA: · Muntanya d’Alinyà. 1:25.000. Editorial Alpina. · Base topogràfica de Catalunya 1:25.000. Institut Cartogràfic i Geològic de Catalunya (ICGC). OBSERVACIONES: En días de mucho calor se recomienda realizar el itinerario bien temprano o antes del atardecer e ir provistos de agua y gorra o sombrero. ¿SABÍAS QUE... . El agua que mana del Aiguaneix y las fuentes vecinas proviene de las sierras de Odèn y Port del Comte? Dada la naturaleza caliza de estas montañas -las rocas que las forman contienen carbonato de calcio, que es soluble en agua-, el agua de la lluvia o del deshielo de la nieve o el hielo se cuela montaña adentro y, tras recorrer conductos subterráneos que ella misma ha excavado, sale nuevamente al exterior centenares de metros más abajo en forma de surgencia o fuente. Aiguaneix de Alinyà RUTESPIRINEUS ‘‘ LA TRISTE HISTORIA DE TRASGU Trasgu era un buitre negro macho que tras dar vueltas por el sur de la península ibérica terminó en Asturias. Rehabilitado en los centros de recuperación de fauna de Infiesto (Asturias) y GREFA (Madrid), fue liberado en la montaña de Alinyà en 2013 en el marco del proyecto de reintroduc- ción del buitre negro en Cataluña, donde se había extinguido a principios del siglo XIX. Trasgu se adaptó muy bien a su nuevo medio y se movía mucho entre Alinyà y el macizo vecino del Boumort. La Fundación Catalunya La Pedrera, organismo que impulsó la reintroducción de esta especie junto con la asociación Trenca, tenía la esperanza de que Trasgu encontrara pareja y acabara criando en el valle de Alinyà. A mediados de noviembre de 2016, el emisor de Trasgu mostraba que su posición era fija a una cota superior a los 2.000m, hecho muy sospechoso ya que el buitre negro, a pesar de ser el ave más grande de toda Europa (pudiendo llegar a 1,10m de altura y 2,95m de envergadura alar) y ser muy tranquilo, se desplaza a menudo. Cuando acudieron los técnicos del proyecto, el buitre yacía muerto. La autopsia confirmó lo que todos se temían: el ave murió de un tiro disparado por un cazador furtivo (en Cataluña el buitre negro es una especie protegida y amenazada y por tanto está prohibido cazarlo y matarlo). Las esperanzas de verlo criar a Alinyà quedaron truncadas, tenía 6 años y una vida por delante. . ’’ Habiendo disfrutado de la estancia en la fuente, continuamos nuestro camino descartando el sendero que sube recto hacia la Colladeta del Quinco y el Forat Micó. Nosotros tomamos a la derecha un camino más definido que avanza rumbo NO y sube suavemente hacia el paso natural que se crea entre el Roc de Salamó y el puntiagudo Castellmic. A la derecha, arriba, vemos el monumental Roc de la Pena, risco de tipo anticlinal que nos muestra los solapamientos que se produjeron con las rocas sedimentarias durante la formación del Prepirineo, en las eras secundaria y terciaria. Pronto llegamos a la Collada (0:45h - 1.112m). conocida también como Collet de la Sansa. Dejamos a la izquierda el camino ancho que sale hacia la Planassa y emprendemos la bajada por un sendero empinado que desciende por un barranco y llega al desvío (0:55h) que hemos descartado antes. Deshacemos el camino hasta el sendero señalizado (1:00h) y salimos a la carretera de Alinyà a la Alzina. Esta vez giramos a la izquierda (O) y avanzamos unos cientos de metros hasta que, pasado el cementerio, nos encontramos un camino que sale a la derecha y que seguimos entre prados y márgenes hasta que llegamos al puente de Ca la Rosalia (1:15h - 944m)."
1,1_section-6,NO TE PIERDAS...,"El valle de Alinyà es famoso por ser uno de los pocos lugares donde podemos observar los cuatro buitres que tenemos en Europa? Son el desconocido alimoche, el habitual buitre común, el legendario quebrantahuesos y el sufrido buitre negro, este último reintroducido en Cataluña gracias a los esfuerzos de los técnicos que llevan adelante un proyecto coordinado entre la Muntanya d’Alinyà y la próxima Reserva Natural del Boumort. Si llevamos unos buenos prismáticos, ¡quizás tendremos la suerte de divisar algunos de estos magníficos pájaros! Aiguaneix de Alinyà RUTESPIRINEUS"
1,1_section-7,CÓMO LLEGAR EN COCHE,"Podemos llegar a Alinyà desde el valle del Segre (Oliana o la Seo de Urgel) o desde Solsona. Desde Oliana seguimos por la carretera C-14 en dirección a Andorra. Pasado el pueblo de Coll de Nargó, el río Segre hace un meandro muy marcado y encontramos un desvío a la derecha señalizado como “Fígols i Alinyà / Cambrils - Sant Llorenç de Morunys”. (Si llegamos por la C-14 desde la Seo de Urgel, encontraremos este desvío a nuestra izquierda antes de llegar a Coll de Nargó). Cruzamos el Segre por un puente y en la otra orilla giramos a la derecha siguiendo la estrecha carretera L-401, que remonta el río Perles. Apenas pasado el núcleo de Perles el río se encajona y la carretera atraviesa unos túneles. Poco después el valle se ensancha y pronto llegamos al pequeño núcleo de Alinyà. La carretera hace una curva muy pronunciada a la derecha, en este punto sale un callejón a nuestra izquierda (calle Sol), que tomamos y buscamos espacio para estacionar el vehículo. Desde Solsona subimos por la carretera LV-4241. Pasamos por Lladurs y remontamos hasta el Coll de Jou, donde hay un cruce de carreteras. Tomamos a la izquierda la larga y fascinante carretera L-401 / C-463 que va manteniendo cota resiguiendo los contrafuertes que bajan del Port del Comte y las sierras de Odèn. Llegamos a la localidad de Cambrils y continuamos hacia Llinars. Seguimos hasta el Coll de Boix, donde cambiamos de vertiente entrando en el valle de Alinyà. Más abajo dejamos a la derecha la estrecha carretera que sube a la Alzina y pronto llegamos al pequeño núcleo de Alinyà. La carretera hace una curva muy pronunciada a la izquierda, en este punto sale un callejón a nuestra derecha (calle Sol), que tomamos y buscamos espacio para estacionar el vehículo. Aiguaneix de Alinyà RUTESPIRINEUS Todas las rutas han sido realizadas sobre el terreno por RUTES PIRINEUS. Las rutas pueden variar mucho en función de la época del año, de la nieve y de las condiciones meteorológicas. La señalización (marcas, paneles, balizas) que podemos encontrar a lo largo de la ruta también puede variar con el tiempo. RUTES PIRINEUS no se responsabiliza de cualquier mal uso de sus guías y recomienda que cada uno sea responsable y prudente en la montaña. Igualmente, os invitamos a documentaros con libros y guías especializadas para complementar la información descrita. Todos los tiempos son efectivos y toman un carácter orientativo, no se han tenido en cuenta las paradas por pequeñas que sean. Para cualquier ¿QUÉ MÁS PODEMOS VISITAR? Las Homilies de Organyà En 1904 se descubrió en la rectoría de Organyà uno de los textos literarios más antiguos escritos en lengua catalana. El original se encuentra guardado en la Biblioteca de Catalunya (Barcelona) pero en Organyà podemos ver una reproducción. En el municipio se celebra anualmente la Feria del Libro del Pirineo (a principios de septiembre) y varios concursos y eventos literarios. Coordenadas GPS: 42.211797º 1.328642º Iglesia de Sant Julià de Canalda Iglesia de estilo románico dedicada a Sant Julià y ubicada en el centro del pequeño núcleo urbano de Canalda. Los ábsides cuadrados son del siglo IX-X. El campanario y la nave central son del siglo XII, mientras que la sacristía es barroca, del siglo XVIII. Coordenadas GPS: 42.1229172º 1.5191603º Los dólmenes del valle de Cabó En el valle de Cabó encontramos un gran número de monumentos megalíticos, lo que demuestra la existencia de pobladores desde épocas prehistóricas. El valle de Cabó está situada en el lado derecho orográfico del río Segre, cerca del pueblo de Organyà, y su extensión y características hacen que sea ideal para descubrir en bicicleta. Coordenadas GPS: 42.235521º 1.247701º Aiguaneix de Alinyà RUTESPIRINEUS"
2,2_section-0,FICHA TÉCNICA,"Dificultad Tiempo total efectivo Distancia total Desnivel acumulado Altitud mínima Altitud máxima Punto de salida / llegada Población más cercana RUTESPIRINEUS Estany Llong y Portarró de Espot desde Aigüestortes Descubrimos el Planell d’Aigüestortes y subimos hasta el panorámico collado del Portarró de Espot pasando por los idílicos lagos Llong y Redó Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña Notable 5:30h 17,5 km 625m 1.824m 2.427m Caseta de Aigüestortes Boí Català Español Paisajes pintorescos Lagos, ríos y cascadas Familias y niños Estany Llong y Portarró de Espot desde Aigüestortes RUTESPIRINEUS Parc Nacional d’Aigüestortes i Estany de Sant Maurici - Vall de Boí. 1 :25.000. (Editorial Alpina). itinerario sentido de la ruta inicio / final"
2,2_section-1,PUNTOS IMPORTANTES DE PASO (WAYPOINTS),Punto de paso Tiempo Altura Latitud Longitud Caseta de información de Aigüestortes 0:00h 1.828m 42.5518014º 0.9123587º Puente de Morrano - Aigüestortes 0:15h 1.824m 42.5523739º 0.9188190º Prados de Aiguadassi 1:05h 1.904m 42.569518º 0.9334409º Refugio del Estany Llong 1:25h 1.987m 42.5725770º 0.9422400º Lago Llong 1:30h 2.000m 42.5721120º 0.9476450º Lago Redó 2:30h 2.110m 42.5796220º 0.9581189º Barranco del Portarró 2:50h 2.190m 42.5770290º 0.9644430º Portarró de Espot 3:15h 2.427m 42.5784990º 0.9735059º Caseta de información de Aigüestortes 5:30h 1.828m 42.5518014º 0.9123587º Sistema de coordenadas geográficas. Datum WGS84. Estany Llong y Portarró de Espot desde Aigüestortes RUTESPIRINEUS
2,2_section-2,LO MEJOR DE ESTA RUTA,La morfología glaciar del valle de Sant Nicolau. Descubrir los lagos de agua cristalina Llong y Redó. Las extensas vistas panorámicas que tenemos desde el Portarró de Espot. Admirar la vegetación y la fauna del Planell d’Aigüestortes.
2,2_section-3,INTRODUCCIÓN,"Recorrido de 17,5 km de longitud (ida y vuelta) que recorre el valle de Sant Nicolau, en el Parque Nacional de Aigüestortes y Estany de Sant Maurici. Desde Aigüestortes subimos por el fondo del valle, en medio del bosque, hasta el lago Llong. Seguimos valle arriba hasta el bonito lago Redó y ascendemos al Portarró de Espot: el paso natural hacia el valle de Sant Maurici. Hacemos la vuelta al Planell d’Aigüestortes por el camino más corto, pasando cerca de la cabaña del Portarró y del Pino de Peixerani. El itinerario está señalizado hasta el lago Redó y no presenta ninguna dificultad técnica. A partir de allí y hasta el enlace con el Portarró de Espot, el camino se desdibuja un poco. A pesar de superar un desnivel considerable, el recorrido presenta un perfil longitudinal escalonado asequible para personas acostumbradas a caminar por la montaña. Este itinerario nos permite visitar la parte occidental del Parque Nacional de Aigüestortes y Estany de Sant Maurici recorriendo el valle de Sant Nicolau de O a E. Comenzamos la ruta en la zona de Aigüestortes, con sus humedales y bosques de pino negro. El camino asciende progresivamente por el fondo del valle hasta su cabecera, donde dominan los prados alpinos y descubrimos preciosos lagos de origen glaciar. Durante todo el recorrido tenemos unas vistas impresionantes sobre los picos más altos y emblemáticos de la zona y, desde el Portarró de Espot, podemos disfrutar de unas panorámicas magníficas sobre los dos sectores principales del Parque Nacional: Aigüestortes y Sant Maurici."
2,2_section-4,NO TE PIERDAS...,"Visitar el patrimonio románico del valle de Boí, uno de los conjuntos de arte románico más importantes de todo el mundo, declarado Patrimonio de la Humanidad por la UNESCO. Las ermitas de Sant Climent de Taüll, Sant Joan de Boí o Santa Eulàlia de Erill la Vall son algunas de las más destacadas."
2,2_section-5,¿SABÍAS QUE...?,"El bosque de pino negro y rododendro es uno de los bosques más comunes dentro del Parque Nacional? El pino negro es un árbol muy resistente al frío, a la nieve, a la ventisca y a otras condiciones características del clima de la alta montaña pirenaica. A medida que ganamos altura, el pino negro se impone en el paisaje de Aigüestortes, a menudo acompañado del rododendro, el arándano, el boj y los musgos, pero también de la gayuba y el enebro, allí donde el bosque es más ralo y soleado. Estany Llong y Portarró de Espot desde Aigüestortes RUTESPIRINEUS Comenzamos la ruta en la caseta de información de Aigüestortes (0:00h - 1.828m), punto donde nos dejan los taxis 4x4 del Parque Nacional. Salimos del aparcamiento y nos desviamos unos cincuenta metros a la derecha para ir hasta el mirador de Sant Esperit. ¡Las bonitas vistas que tenemos desde este punto ya son un buen indicador de lo que nos depara la excursión! Enfrente, hacia el S, se extiende el hermoso valle de Llacs, flanqueado por la sierra de las Mussoles a su"
