doc_id,content,data_type,route_id,img_orden,img_path,is_map,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,Punto_salida_llegada,poblacion_cercana,link_archivo,fecha
0_img-11,"Mapa cartográfico de la ruta 'Vuelta a las Agujas de Montserrat desde Can Maçana'. ubicada en El Bruc, Montserrat, Anoia, Barcelona, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-agulles-frares-encantats-montserrat-can-massana_es_mapa.png.",image,0,11,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-agulles-frares-encantats-montserrat-can-massana_es_mapa.png,True,España,Cataluña,Barcelona,Anoia,Montserrat,El Bruc,Vuelta a las Agujas de Montserrat desde Can Maçana,Rutas circulares;Paisajes pintorescos;Familias y niños,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7.0,714.0,980.0,500.0,,185.0,Aparcamiento Coll Can Maçana,El Bruc,https://www.rutaspirineos.org/rutas/agulles-frares-encantats-montserrat-can-massana,11/11/2025
1_img-1,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p1_img1.jpeg.",image,1,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-2,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p4_img1.jpeg.",image,1,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p4_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-3,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img1.jpeg.",image,1,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-4,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img2.jpeg.",image,1,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img2.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-5,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img3.jpeg.",image,1,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img3.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-6,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img4.jpeg.",image,1,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img4.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-7,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img1.jpeg.",image,1,7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-8,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img2.jpeg.",image,1,8,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img2.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-9,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img3.jpeg.",image,1,9,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img3.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
1_img-10,"Mapa cartográfico de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_mapa.png.",image,1,10,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_mapa.png,True,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3.2,944.0,1112.0,210.0,,75.0,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,11/11/2025
2_img-1,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p1_img1.jpeg.",image,2,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.5,1824.0,2427.0,625.0,,330.0,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,11/11/2025
2_img-2,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img1.jpeg.",image,2,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.5,1824.0,2427.0,625.0,,330.0,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,11/11/2025
2_img-3,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img2.jpeg.",image,2,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.5,1824.0,2427.0,625.0,,330.0,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,11/11/2025
2_img-4,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img3.jpeg.",image,2,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img3.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.5,1824.0,2427.0,625.0,,330.0,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,11/11/2025
2_img-5,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p7_img1.jpeg.",image,2,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p7_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.5,1824.0,2427.0,625.0,,330.0,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,11/11/2025
2_img-6,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p7_img2.jpeg.",image,2,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p7_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.5,1824.0,2427.0,625.0,,330.0,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,11/11/2025
