doc_id,content,data_type,meta_route_id,meta_img_orden,meta_img_path,meta_is_map,meta_pais,meta_region,meta_provincia,meta_comarca,meta_zona,meta_pueblo,meta_nombre_ruta,meta_categoria,meta_dificultad,meta_descripcion_dificultad,meta_distancia_total,meta_altitud_minima,meta_altitud_maxima,meta_desnivel_acumulado,meta_Tiempo_total,meta_Punto_salida_llegada,meta_poblacion_cercana,meta_link_archivo,meta_pdf_path,meta_fecha
0_img-11,"Mapa cartográfico de la ruta 'Vuelta a las Agujas de Montserrat desde Can Maçana'. ubicada en El Bruc, Montserrat, Anoia, Barcelona, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-agulles-frares-encantats-montserrat-can-massana_es_mapa.png.",image,0,11,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-agulles-frares-encantats-montserrat-can-massana_es_mapa.png,True,España,Cataluña,Barcelona,Anoia,Montserrat,El Bruc,Vuelta a las Agujas de Montserrat desde Can Maçana,Rutas circulares;Paisajes pintorescos;Familias y niños,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7 km,714.0,980.0,+ 500 m / - 500 m,3:05 h,Aparcamiento Coll Can Maçana,El Bruc,https://www.rutaspirineos.org/rutas/agulles-frares-encantats-montserrat-can-massana,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-agulles-frares-encantats-montserrat-can-massana_es.pdf,11/11/2025
1_img-1,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p1_img1.jpeg.",image,1,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-2,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p4_img1.jpeg.",image,1,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p4_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-3,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img1.jpeg.",image,1,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-4,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img2.jpeg.",image,1,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img2.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-5,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img3.jpeg.",image,1,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img3.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-6,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img4.jpeg.",image,1,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p6_img4.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-7,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img1.jpeg.",image,1,7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img1.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-8,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img2.jpeg.",image,1,8,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img2.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-9,"Imagen de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img3.jpeg.",image,1,9,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_p7_img3.jpeg,False,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
1_img-10,"Mapa cartográfico de la ruta 'Aiguaneix de Alinyà'. ubicada en Fígols y Alinyà, La Montaña de Alinyà, Alto Urgel, Lérida, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_mapa.png.",image,1,10,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es_mapa.png,True,España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944.0,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,11/11/2025
2_img-1,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p1_img1.jpeg.",image,2,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,5 km",1.824,2.427,625m,5:30h,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es.pdf,11/11/2025
2_img-2,"Imagen de la ruta 'Estany Llong y Portarró de Espot desde Aigüestortes'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img1.jpeg.",image,2,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es_p5_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,5 km",1.824,2.427,625m,5:30h,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-aiguestortes-estany-llong-redo-portarro-espot_es.pdf,11/11/2025
