España,Cataluña,Lérida,Alta Ribagorza,Valle de Barrabés (Lérida),Senet de Barrabés,Ruta de la fauna de Senet,Familias y niños;Rutas circulares;Flora y fauna,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,8 km",1.291,1.716,465m,2:00h,Centro de Información de Senet,Senet de Barrabés,https://www.rutaspirineos.org/rutas/ruta-de-la-fauna-senet-alta-ribagorca,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-la-fauna-senet-alta-ribagorca_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Camino Antiguo de Cadaqués al Cabo de Creus,"Paisajes pintorescos;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,8 km",1,80,760m,4:00h,Paseo de Cadaqués,Cadaqués,https://www.rutaspirineos.org/rutas/cami-antic-cadaques-far-cap-de-creus,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-antic-cadaques-far-cap-de-creus_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Llançà,Carrerada de Sant Pere de Rodes,"Paisajes pintorescos;Lagos, ríos y cascadas;Patrimonio histórico;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,4 km",0,357,520m,4:15h,Oficina de Turismo de Llançà,Llançà,https://www.rutaspirineos.org/rutas/carrerada-de-sant-pere-de-rodes-llanca,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-carrerada-de-sant-pere-de-rodes-llanca_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Port de la Selva,Castillo de Sant Salvador de Verdera desde Sant Pere de Rodes,Paisajes pintorescos;Patrimonio histórico;Ascensiones media montaña,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,6 km",521,682,165m,0:35h,Monasterio Sant Pere de Rodes,Puerto de la Selva,https://www.rutaspirineos.org/rutas/castell-sant-salvador-de-verdera-des-de-sant-pere-de-rodes,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-castell-sant-salvador-de-verdera-des-de-sant-pere-de-rodes_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Faro de Cala Nans desde Cadaqués,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",5 km,13,86,180m,1:20h,Hotel Rocamar,Cadaqués,https://www.rutaspirineos.org/rutas/far-de-cala-nans-des-de-cadaques,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-far-de-cala-nans-des-de-cadaques_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Palau-saverdera,Itinerario circular de Palau-saverdera a Sant Onofre,Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,9 km",116,467,360m,1:50h,La Font de Dalt,Palau-saverdera,https://www.rutaspirineos.org/rutas/itinerari-ermita-sant-onofre-mas-ventos-palau-saverdera,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-itinerari-ermita-sant-onofre-mas-ventos-palau-saverdera_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,La llanura ampurdanesa,Peralada,Itinerario circular de Peralada a Cabanes,Patrimonio histórico;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,7 km",19,74,91m,3:25h,Plaza de la Peixateria,Peralada,https://www.rutaspirineos.org/rutas/itinerari-circular-de-peralada-a-cabanes,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-itinerari-circular-de-peralada-a-cabanes_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,Capmany,Itinerario megalítico de Capmany,Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,8 km",110,192,110m,2:50h,Plaza Mayor,Capmany,https://www.rutaspirineos.org/rutas/itinerari-megalitic-de-capmany,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-itinerari-megalitic-de-capmany_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Palau-saverdera,Itinerario megalítico de la Fontasia en Palau-saverdera,Patrimonio histórico;Rutas circulares;Familias y niños,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,8 km",116,253,150m,1:05h,La Font de Dalt,Palau-saverdera,https://www.rutaspirineos.org/rutas/itinerari-megalitic-fontasia-dolmens-palau-saverdera,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-itinerari-megalitic-fontasia-dolmens-palau-saverdera_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,La llanura ampurdanesa,Castellón de Ampurias,La Reserva Integral de Les Llaunes,"Flora y fauna;Rutas circulares;Lagos, ríos y cascadas;Familias y niños",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","8,2 km",1,2,2m,2:05h,El Cortalet,Castellón de Ampurias,https://www.rutaspirineos.org/rutas/al-voltant-de-la-reserva-integral-de-les-llaunes,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-al-voltant-de-la-reserva-integral-de-les-llaunes_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Montaña Negra de Cadaqués,Rutas circulares;Ascensiones media montaña;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,10 km,3,433,470m,3:15h,Cadaqués - Edificio del Casino,Cadaqués,https://www.rutaspirineos.org/rutas/circular-a-la-muntanya-negra-des-de-cadaques,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-circular-a-la-muntanya-negra-des-de-cadaques_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Paseo por el Paraje de Tudela,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","5,6 km",5,66,150m,1:15h,Valla Paraje de Tudela,Cadaqués,https://www.rutaspirineos.org/rutas/paratge-de-tudela-cap-de-creus,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-paratge-de-tudela-cap-de-creus_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Port de la Selva,Por los dominios de Sant Pere de Rodes,Paisajes pintorescos;Patrimonio histórico;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,6 km",50,558,920m,5:35h,Ermita de Santa Helena,Puerto de la Selva,https://www.rutaspirineos.org/rutas/pels-dominis-de-sant-pere-de-rodes,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-pels-dominis-de-sant-pere-de-rodes_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Rosas,Ruta circular por el Cap de Norfeu,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,7 km",59,171,275m,1:40h,Collado del Canadell,Rosas,https://www.rutaspirineos.org/rutas/cap-de-norfeu-montjoi-joncols-roses,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-norfeu-montjoi-joncols-roses_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,La Vajol,Ruta del Exilio de La Vajol,Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,7 km",511,720,464m,3:45h,Aparcamiento La Vajol,La Vajol,https://www.rutaspirineos.org/rutas/ruta-de-exili-de-la-vajol-les-illes,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-exili-de-la-vajol-les-illes_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,,GR 11 - Etapa 01: Cabo de Creus - El Puerto de la Selva,Rutas por etapas y GRs,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,5 km",5,190,+550m / -565m,4:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-01-cabo-de-creus-puerto-de-la-selva,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-01-cabo-de-creus-puerto-de-la-selva_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,,GR 11 - Etapa 02: El Puerto de la Selva - Vilamaniscle,Rutas por etapas y GRs,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"21,1 km",5,515,+925m / -775m,6:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-02-puerto-de-la-selva-vilamaniscle,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-02-puerto-de-la-selva-vilamaniscle_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,,GR 11 - Etapa 03: Vilamaniscle - Requesens,Rutas por etapas y GRs,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"29,0 km",100,700,+990m / -645m,8:30h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-03-vilamaniscle-requesens,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-03-vilamaniscle-requesens_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,,GR 11 - Etapa 04: Requesens - La Vajol,Rutas por etapas y GRs,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"24,5 km",105,768,+ 915m / - 869m,7:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-04-requesens-la-vajol,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-04-requesens-la-vajol_es.pdf,09/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,,GR 11 - Etapa 05: La Vajol - Albanyà,Rutas por etapas y GRs,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"25,5 km",220,703,+850m / -1.159m,7:40h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-05-la-vajol-albanya,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-05-la-vajol-albanya_es.pdf,09/11/2025
España,Cataluña,Barcelona,Garraf,Macizo del Garraf y sierra de Ordal,Olérdola,Circular por la Montaña de Olèrdola,Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,6 km",169 ,340 ,+ 290 m / - 290 m,4:00 h,Conjunto Monumental Olèrdola,Sant Miquel d’Olèrdola,https://www.rutaspirineos.org/rutas/circular-castillo-olerdola,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-circular-castillo-olerdola_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,La Montaña de Alinyà,Fígols y Alinyà,Aiguaneix de Alinyà,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,2 km",944,1.112,210m,1:15h,Puente de Ca la Rosalia,Alinyà,https://www.rutaspirineos.org/rutas/aiguaneix-alinya-urgell,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-aiguaneix-alinya-urgell_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,La Vall de la Vansa,La Vansa y Fórnols,Ascensión a la Torreta de Cadí (2.562m),Paisajes pintorescos;Rutas circulares;Ascensiones media montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","23,6 km",1.364,2.562,1.345m,7:05h,Iglesia de Sant Martí de Adraén,Adraén,https://www.rutaspirineos.org/rutas/torreta-de-cadi,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-torreta-de-cadi_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Cava,Cava y Querforadat en la cara norte del Cadí,Paisajes pintorescos;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,4 km",1296,1599,525m,2:30h,Cava,Cava,https://www.rutaspirineos.org/rutas/cava-querforadat-a-la-cara-nord-del-cadi,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cava-querforadat-a-la-cara-nord-del-cadi_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Los Valles de Valira,Collado de Conflent en Os de Civís,Familias y niños;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,8 km",1.683,2.200,550m,3:00h,,Os de Civís,https://www.rutaspirineos.org/rutas/collada-de-conflent-os-de-civis,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,La Vall de la Vansa,Josa i Tuixent,El Cadinell (2.113m) desde Josa de Cadí,Paisajes pintorescos;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"8,3 km",1.393,2.113,720m,3:30h,Entrada de Josa de Cadí,Josa de Cadí,https://www.rutaspirineos.org/rutas/el-cadinell-desde-josa-de-cadi,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Organyà,La ermita de Santa Fe de Organyà,Patrimonio histórico;Familias y niños,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"8,1 km",558,1.210,660m,2:30h,Oficina de Turismo,Organyà,https://www.rutaspirineos.org/rutas/ermita-de-santa-fe-organya-urgell,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ermita-de-santa-fe-organya-urgell_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Sierra de Aubenç y sierra de Sant Honorat,Peramola,La Font Viva desde Peramola,"Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","5,8 km",568,678,144m,1:40h,Plaza Josep Roca de Peramola,Peramola,https://www.rutaspirineos.org/rutas/la-font-viva-peramola,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-font-viva-peramola_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Sierra de Aubenç y sierra de Sant Honorat,Peramola,Las fuentes de Peramola (''Camí de les Fonts''),"Lagos, ríos y cascadas;Familias y niños;Flora y fauna",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,6 km",553,583,50m,0:37h,Plaza Josep Roca de Peramola,Peramola,https://www.rutaspirineos.org/rutas/les-fonts-de-peramola,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-les-fonts-de-peramola_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Montferrer y Castellbò,Por los bosques de Sant Joan de l'Erm,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,9 km",1.489,1.936,475m,2:55h,Refugio de la Basseta,Castellbò,https://www.rutaspirineos.org/rutas/pels-boscos-de-sant-joan-de-lerm,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-pels-boscos-de-sant-joan-de-lerm_es.pdf,09/11/2025
España,Cataluña,Lérida,Alto Urgel,Sierra de Aubenç y sierra de Sant Honorat,Peramola,Roca del Corb y Roc de Cogul desde Peramola,Patrimonio histórico;Rutas circulares;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"10,1 km",573,995,680m,3:45h,Lavadero de Peramola,Peramola,https://www.rutaspirineos.org/rutas/roca-del-corb-i-roc-de-cogul-des-de-peramola,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-roca-del-corb-i-roc-de-cogul-des-de-peramola_es.pdf,09/11/2025
